text,stress_level,stress_score,age,gender
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,49.00336681526187,22,Other
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,93.44027904330332,23,Other
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,95.30261347160224,65,F
I'm tired from work pressure. How can I improve this?,Moderate,49.56196238631426,65,Other
I feel good and relaxed today. How can I improve this?,Low,8.385836562354568,21,Other
I have severe anxiety and depression that won't go away. Need advice.,Critical,88.048248820094,60,M
Everything is going well at work.,Low,3.840742885832303,66,M
I feel completely helpless and don't know what to do. Seeking help.,Critical,87.55320239464062,55,F
I'm sleeping well and feeling energized. Seeking help.,Low,27.0893017085237,27,Other
Everything feels hopeless and I'm struggling daily. Seeking help.,High,56.83004579182455,61,F
Work has been a bit overwhelming lately. Seeking help.,Moderate,47.1592686399801,44,M
I have severe anxiety and depression that won't go away. How can I improve this?,Critical,81.08765651846487,21,M
The stress is unbearable and I need immediate help. How can I improve this?,Critical,93.74958292575796,51,M
The stress is unbearable and I need immediate help. Seeking help.,Critical,98.70609283256633,41,M
I can't sleep at all and feel like I'm falling apart.,Critical,77.23789249487214,38,M
I feel completely helpless and don't know what to do. How can I improve this?,Critical,99.4666796743308,32,F
I have severe anxiety and depression that won't go away. Seeking help.,Critical,79.61279988996779,49,Other
I'm having trouble sleeping occasionally. Need advice.,Moderate,45.443513685644845,68,M
Everything is going well at work. Need advice.,Low,0.9858817738541947,58,Other
Everything feels hopeless and I'm struggling daily.,High,54.75902345014205,52,M
I feel a bit overwhelmed with responsibilities.,Moderate,49.140602100863205,19,Other
I'm having panic attacks and anxiety episodes.,High,62.476419871503445,25,F
I'm enjoying my daily routine. I don't know what to do.,Low,19.969397884334256,58,M
Everything is going well at work. Need advice.,Low,21.361054162598528,33,F
I feel exhausted and depressed all the time. Seeking help.,High,55.04549020494407,19,F
I feel somewhat anxious about upcoming deadlines.,Moderate,46.98667509229154,39,Other
I feel completely helpless and don't know what to do. Seeking help.,Critical,97.75567998206118,24,F
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,93.6020111026265,43,Other
I'm having constant panic attacks and can't function. Seeking help.,Critical,97.82204363056742,33,Other
Work is balanced and I have time for hobbies. I don't know what to do.,Low,23.190956961171516,31,M
I can't cope with the pressure anymore. Seeking help.,High,60.39319748198826,28,F
I'm having panic attacks and anxiety episodes. Need advice.,High,61.73566879147396,22,Other
I feel a bit overwhelmed with responsibilities. How can I improve this?,Moderate,34.07106912354942,46,M
I'm tired from work pressure. Seeking help.,Moderate,41.99191324520315,24,Other
I feel a bit overwhelmed with responsibilities. Seeking help.,Moderate,40.49780565510301,33,M
Everything feels hopeless and I'm struggling daily. How can I improve this?,High,64.10917932296188,59,F
I feel exhausted and depressed all the time. Need advice.,High,65.36614198827925,64,F
I feel very anxious and unable to sleep because of work pressure. I don't know what to do.,High,71.60846706347424,52,Other
Work has been a bit overwhelming lately. How can I improve this?,Moderate,42.05268973504977,19,F
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,91.30164549213194,24,Other
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,44.628965214173995,69,Other
Work is balanced and I have time for hobbies. Need advice.,Low,2.343642923692326,59,M
The stress is unbearable and I need immediate help. Seeking help.,Critical,78.33470973292792,32,M
Everything feels hopeless and I'm struggling daily. How can I improve this?,High,51.766469816859654,46,Other
Everything is going well at work.,Low,10.00548973165378,42,M
I feel exhausted and depressed all the time. Seeking help.,High,54.45039868053816,69,M
I have severe anxiety and depression that won't go away. How can I improve this?,Critical,92.20092833882822,31,F
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,87.34298011155263,62,M
I'm enjoying my daily routine. Need advice.,Low,6.999068626748742,61,Other
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,90.33995171923529,59,F
I feel completely helpless and don't know what to do. Seeking help.,Critical,91.08838695714327,50,M
Work has been a bit overwhelming lately.,Moderate,37.926868916620734,60,M
Everything is falling apart and I can't handle it anymore.,Critical,76.80066664325841,48,F
I'm enjoying my daily routine. Need advice.,Low,3.9312662743629723,19,F
I'm enjoying my daily routine. How can I improve this?,Low,16.335421338276415,22,Other
I'm having constant panic attacks and can't function. I don't know what to do.,Critical,87.42745609193423,20,M
I can't cope with the pressure anymore. Seeking help.,High,67.71483269055007,54,Other
I feel exhausted and depressed all the time. Seeking help.,High,66.05142866843516,41,Other
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,94.24008263376832,50,Other
I feel completely helpless and don't know what to do. Need advice.,Critical,88.21683607834416,55,Other
My mind keeps racing and I feel trapped.,High,57.1037411222511,32,Other
I feel completely helpless and don't know what to do. Need advice.,Critical,79.80357121741386,38,F
Work is balanced and I have time for hobbies. Need advice.,Low,12.417285703080585,67,Other
I feel exhausted and depressed all the time. How can I improve this?,High,74.40679001092599,25,M
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,95.43235653971637,61,M
I'm enjoying my daily routine. How can I improve this?,Low,5.405801606996229,49,M
I feel a bit overwhelmed with responsibilities. Need advice.,Moderate,47.16671627297759,43,F
The stress is unbearable and I need immediate help. Seeking help.,Critical,96.93265475780144,21,Other
Work has been a bit overwhelming lately. I don't know what to do.,Moderate,33.59285964634083,49,M
Life has been pretty manageable lately. Seeking help.,Low,7.005355757797939,25,M
The stress is unbearable and I need immediate help. How can I improve this?,Critical,80.53745363357466,53,M
I feel somewhat anxious about upcoming deadlines. Need advice.,Moderate,35.08965508197063,29,M
I'm tired from work pressure. I don't know what to do.,Moderate,46.78787942239824,23,M
Everything is falling apart and I can't handle it anymore. Need advice.,Critical,96.96451781563941,46,F
Work has been a bit overwhelming lately. How can I improve this?,Moderate,31.72673379303205,24,Other
I'm sleeping well and feeling energized. Seeking help.,Low,23.60637593462889,60,Other
The stress is overwhelming and affecting my health. Seeking help.,High,50.68219126626414,22,F
The stress is overwhelming and affecting my health. Need advice.,High,69.03877038865257,44,M
I'm tired from work pressure. How can I improve this?,Moderate,47.22997245708044,45,M
I have severe anxiety and depression that won't go away.,Critical,97.78872620762932,54,F
My mind keeps racing and I feel trapped. Need advice.,High,57.58031175557259,48,M
The stress is unbearable and I need immediate help. Need advice.,Critical,76.00321972695639,38,Other
Work has been a bit overwhelming lately.,Moderate,38.94324221277694,29,F
I feel a bit overwhelmed with responsibilities. How can I improve this?,Moderate,35.578706172753755,20,Other
I'm tired from work pressure.,Moderate,45.633624159192394,28,F
I feel exhausted and depressed all the time. I don't know what to do.,High,62.57610290911407,55,Other
I'm enjoying my daily routine.,Low,3.672324200597007,63,F
I feel a bit overwhelmed with responsibilities. Need advice.,Moderate,34.36940862038927,19,M
Work has been a bit overwhelming lately. Seeking help.,Moderate,36.97581177064042,20,Other
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,49.39053121279773,43,F
Work is balanced and I have time for hobbies. I don't know what to do.,Low,26.200239228137992,42,Other
Everything is going well at work. I don't know what to do.,Low,0.123594521780096,69,M
I'm tired from work pressure. I don't know what to do.,Moderate,34.65796469598466,26,M
I feel calm and peaceful. Seeking help.,Low,12.693164438289896,21,F
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,36.47448461973817,37,Other
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,81.92410702105518,55,Other
I'm having trouble sleeping occasionally. I don't know what to do.,Moderate,38.323753218673914,35,Other
Everything feels hopeless and I'm struggling daily.,High,67.0956276089505,35,Other
I feel worried about several things. How can I improve this?,Moderate,36.01059099434294,65,F
I'm constantly worried and can't focus on anything. How can I improve this?,High,54.47196847206607,28,M
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,36.85222740922947,25,F
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,97.07664520221708,33,Other
I can't cope with the pressure anymore. I don't know what to do.,High,68.9991757923931,34,Other
My mind keeps racing and I feel trapped. How can I improve this?,High,54.9363081206502,62,F
My mind keeps racing and I feel trapped.,High,66.49053421188802,45,F
I feel exhausted and depressed all the time. Need advice.,High,58.989739347998224,28,F
I'm tired from work pressure. Seeking help.,Moderate,47.82206288335405,35,F
I'm having constant panic attacks and can't function. How can I improve this?,Critical,79.82892758174137,57,Other
The stress is overwhelming and affecting my health. I don't know what to do.,High,65.83821792938161,29,Other
I'm having constant panic attacks and can't function. Need advice.,Critical,91.32710554982748,37,F
Sometimes I feel stressed but it's manageable. How can I improve this?,Moderate,33.31659952078988,40,M
Work has been a bit overwhelming lately. How can I improve this?,Moderate,43.410271972375355,41,M
I'm tired from work pressure. Need advice.,Moderate,32.94404922195818,35,M
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,75.92129551814479,68,Other
I'm having constant panic attacks and can't function. How can I improve this?,Critical,78.67800862668962,22,F
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,88.09001432648094,35,M
I'm having constant panic attacks and can't function. Need advice.,Critical,99.49170326055997,54,M
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,92.22481420927443,50,F
I feel calm and peaceful. How can I improve this?,Low,7.1380935725636405,19,M
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,90.15863263711529,60,F
I feel a bit overwhelmed with responsibilities. How can I improve this?,Moderate,31.757123686530292,64,F
I feel worried about several things. How can I improve this?,Moderate,45.03209736646286,38,F
Work is balanced and I have time for hobbies. Need advice.,Low,2.0650755454981793,26,F
I feel calm and peaceful.,Low,0.7587422696889934,23,F
I can't sleep at all and feel like I'm falling apart. Need advice.,Critical,76.61281526845084,50,F
I'm constantly worried and can't focus on anything. How can I improve this?,High,72.0014168333521,58,F
I'm sleeping well and feeling energized. How can I improve this?,Low,14.133360608167239,59,F
My mind keeps racing and I feel trapped. How can I improve this?,High,71.45290957998117,68,Other
My mind keeps racing and I feel trapped.,High,69.2530551917442,24,Other
Work is balanced and I have time for hobbies.,Low,29.305844063896913,25,F
I'm tired from work pressure. Seeking help.,Moderate,34.921482845536566,67,F
Life has been pretty manageable lately.,Low,19.916695070327716,32,F
I can't cope with the pressure anymore. Seeking help.,High,66.01728169041752,36,F
I feel a bit overwhelmed with responsibilities. I don't know what to do.,Moderate,41.588636454398554,60,Other
I'm enjoying my daily routine.,Low,21.83455219532214,59,Other
Everything is going well at work. Seeking help.,Low,7.435883896659109,24,Other
I feel very anxious and unable to sleep because of work pressure.,High,52.53520365593827,40,F
I feel a bit overwhelmed with responsibilities. I don't know what to do.,Moderate,40.826577185396076,36,Other
I'm having constant panic attacks and can't function.,Critical,92.01559821006842,49,M
Life has been pretty manageable lately. How can I improve this?,Low,0.39075840938773143,46,Other
I feel very anxious and unable to sleep because of work pressure.,High,69.57304132352238,48,M
I'm enjoying my daily routine. Need advice.,Low,10.083914414494366,44,F
I'm having constant panic attacks and can't function. Seeking help.,Critical,96.50918086679829,26,Other
I'm enjoying my daily routine. I don't know what to do.,Low,14.715802110764196,42,M
I feel a bit overwhelmed with responsibilities. Seeking help.,Moderate,38.08752401432491,32,F
I'm sleeping well and feeling energized.,Low,25.53591262436285,38,F
The stress is overwhelming and affecting my health. Seeking help.,High,54.892027136250384,68,F
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,94.94535166103294,39,F
I can't sleep at all and feel like I'm falling apart.,Critical,82.36231787508851,30,M
I feel a bit overwhelmed with responsibilities. I don't know what to do.,Moderate,39.436789276897215,45,Other
I feel worried about several things. I don't know what to do.,Moderate,43.87354072903844,62,M
I feel calm and peaceful. Need advice.,Low,28.473830427492192,29,M
I can't cope with the pressure anymore. Need advice.,High,67.11490125290817,26,Other
I'm having constant panic attacks and can't function. How can I improve this?,Critical,84.78045412603552,26,F
I feel exhausted and depressed all the time. Need advice.,High,52.33028676937174,43,Other
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,77.97735825466887,36,F
Work is balanced and I have time for hobbies. Need advice.,Low,8.961027040331617,63,F
Sometimes I feel stressed but it's manageable. How can I improve this?,Moderate,37.48765569429237,51,M
Sometimes I feel stressed but it's manageable. I don't know what to do.,Moderate,32.77202996196404,66,M
I feel good and relaxed today. I don't know what to do.,Low,5.705595807305784,55,M
I'm having constant panic attacks and can't function.,Critical,99.38028657435379,18,F
I feel exhausted and depressed all the time. Need advice.,High,51.848259768953916,31,M
I'm enjoying my daily routine. How can I improve this?,Low,25.438517241822474,18,F
I'm having trouble sleeping occasionally.,Moderate,38.09664267970451,25,F
I feel worried about several things. Need advice.,Moderate,40.873927169502835,54,Other
I can't cope with the pressure anymore. I don't know what to do.,High,65.8018277641759,21,M
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,99.67521875772398,60,M
Life has been pretty manageable lately. Seeking help.,Low,19.89953531023443,42,Other
Work is balanced and I have time for hobbies. I don't know what to do.,Low,9.873102931433058,22,F
I'm having constant panic attacks and can't function. Need advice.,Critical,85.88831103868115,55,M
Sometimes I feel stressed but it's manageable. Seeking help.,Moderate,35.1079474832889,46,F
Life has been pretty manageable lately. How can I improve this?,Low,15.459490076740632,59,F
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,98.94090734996088,20,F
Everything is falling apart and I can't handle it anymore. Need advice.,Critical,80.79959592668432,59,Other
I have severe anxiety and depression that won't go away. Need advice.,Critical,81.75486148742485,49,F
I feel worried about several things. How can I improve this?,Moderate,37.624703713142075,30,Other
I'm tired from work pressure. Seeking help.,Moderate,30.30332429221803,62,Other
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,99.56524978511861,40,F
I'm having constant panic attacks and can't function. Need advice.,Critical,97.38403857131462,62,M
I'm having constant panic attacks and can't function. How can I improve this?,Critical,87.64579842847678,48,F
I feel a bit overwhelmed with responsibilities.,Moderate,46.8524523495164,26,F
I have severe anxiety and depression that won't go away. Need advice.,Critical,86.74122308329059,19,F
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,88.52300767568417,20,Other
Work has been a bit overwhelming lately. How can I improve this?,Moderate,42.32593333785486,43,M
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,75.21303490803946,58,F
I'm sleeping well and feeling energized. Seeking help.,Low,6.2410079139315755,58,M
I'm enjoying my daily routine. Need advice.,Low,15.165603558901239,19,Other
I'm having constant panic attacks and can't function. Seeking help.,Critical,81.61293524917123,65,Other
I feel good and relaxed today. I don't know what to do.,Low,23.47097385453479,52,M
I feel completely helpless and don't know what to do. Need advice.,Critical,88.6498256633442,32,F
I'm having constant panic attacks and can't function. How can I improve this?,Critical,87.36419061345356,66,F
I'm tired from work pressure.,Moderate,31.99059567613694,21,F
I feel calm and peaceful. I don't know what to do.,Low,8.73534503701116,54,F
Life has been pretty manageable lately. I don't know what to do.,Low,20.262006642586712,45,Other
I'm sleeping well and feeling energized. I don't know what to do.,Low,15.340763662000528,37,F
I'm having constant panic attacks and can't function. Need advice.,Critical,82.17770449610018,49,M
I'm enjoying my daily routine. I don't know what to do.,Low,10.252291046389159,64,M
I feel a bit overwhelmed with responsibilities. Seeking help.,Moderate,36.44351010680403,51,M
I feel exhausted and depressed all the time.,High,71.9362120912744,37,F
I can't cope with the pressure anymore. How can I improve this?,High,73.51326791704913,58,Other
I feel good and relaxed today. How can I improve this?,Low,28.706398366319114,18,Other
I'm constantly worried and can't focus on anything. How can I improve this?,High,72.96682931444911,24,M
I feel worried about several things. I don't know what to do.,Moderate,43.77203752632222,61,M
I feel exhausted and depressed all the time.,High,52.239408432360726,36,F
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,91.49361070673652,67,Other
Work has been a bit overwhelming lately. Seeking help.,Moderate,48.26742594316414,21,M
Sometimes I feel stressed but it's manageable.,Moderate,35.00267914298489,33,F
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,76.71516591349909,49,M
Work is balanced and I have time for hobbies. How can I improve this?,Low,11.245010957314783,47,F
I feel calm and peaceful.,Low,0.7622771513873461,31,Other
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,95.4726778384365,62,F
I'm having constant panic attacks and can't function.,Critical,88.69170586280866,31,M
My mind keeps racing and I feel trapped. Need advice.,High,60.84050213281915,44,F
Sometimes I feel stressed but it's manageable. How can I improve this?,Moderate,44.735211894642,59,Other
I can't sleep at all and feel like I'm falling apart. Need advice.,Critical,92.99314589001771,37,F
I feel worried about several things. How can I improve this?,Moderate,43.93332935327324,46,Other
I have severe anxiety and depression that won't go away.,Critical,84.83786050326124,32,F
Sometimes I feel stressed but it's manageable. I don't know what to do.,Moderate,48.27996352079431,52,F
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,95.73932632049238,66,Other
Life has been pretty manageable lately. Seeking help.,Low,28.789625871629223,64,Other
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,87.93450458633626,35,F
Life has been pretty manageable lately. Need advice.,Low,14.71380948027711,18,F
The stress is unbearable and I need immediate help. Need advice.,Critical,77.17516918276579,67,F
I feel very anxious and unable to sleep because of work pressure. How can I improve this?,High,59.9267056801451,56,M
Everything is going well at work.,Low,11.851753035368253,55,F
Work has been a bit overwhelming lately. How can I improve this?,Moderate,39.09919328732418,41,Other
I feel exhausted and depressed all the time. How can I improve this?,High,74.30818377242925,45,Other
I'm having panic attacks and anxiety episodes. Seeking help.,High,56.47294044828456,58,M
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,45.386490078073614,31,F
I feel worried about several things. I don't know what to do.,Moderate,40.94840103746112,54,M
I'm constantly worried and can't focus on anything. I don't know what to do.,High,50.85244654166883,45,M
I feel a bit overwhelmed with responsibilities. How can I improve this?,Moderate,37.70967600100849,28,M
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,92.74338194749213,69,F
I feel completely helpless and don't know what to do. Seeking help.,Critical,88.78835624115902,25,Other
Life has been pretty manageable lately. I don't know what to do.,Low,27.170500973124756,41,M
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,78.99271905355418,23,Other
I'm having panic attacks and anxiety episodes.,High,69.49803291339488,23,F
The stress is overwhelming and affecting my health.,High,72.34646693733117,46,Other
I feel a bit overwhelmed with responsibilities. Seeking help.,Moderate,35.156513918718794,32,M
I'm having constant panic attacks and can't function. How can I improve this?,Critical,94.9284710017598,32,F
I can't cope with the pressure anymore.,High,74.80667582958748,48,M
I feel very anxious and unable to sleep because of work pressure. Need advice.,High,74.3995606899077,61,F
I'm having constant panic attacks and can't function.,Critical,96.45461025708853,39,Other
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,88.94690789672126,25,Other
The stress is overwhelming and affecting my health.,High,55.72038689997425,30,F
I can't cope with the pressure anymore. Seeking help.,High,60.103402777842305,34,Other
I can't cope with the pressure anymore. Seeking help.,High,50.30124937240622,65,F
I feel good and relaxed today.,Low,19.64928969186078,30,M
I'm constantly worried and can't focus on anything. Need advice.,High,69.78212072313502,41,M
I'm having trouble sleeping occasionally.,Moderate,31.45030992675125,24,Other
I can't cope with the pressure anymore. Seeking help.,High,64.49323467807513,31,Other
I feel completely helpless and don't know what to do. How can I improve this?,Critical,93.89152262034,20,Other
I feel worried about several things. Seeking help.,Moderate,38.160905344301355,31,F
I'm constantly worried and can't focus on anything. Seeking help.,High,74.0437872959477,60,M
I'm enjoying my daily routine.,Low,22.107661868488574,49,F
I feel good and relaxed today. Seeking help.,Low,17.44763198882069,53,Other
I'm having panic attacks and anxiety episodes.,High,65.64183030971897,67,Other
I feel calm and peaceful. Seeking help.,Low,25.395585956317102,19,F
I feel worried about several things. Seeking help.,Moderate,44.76850202485767,23,Other
I'm having trouble sleeping occasionally. Seeking help.,Moderate,36.58484067049261,32,Other
I feel worried about several things. I don't know what to do.,Moderate,33.28681202456536,68,F
Work is balanced and I have time for hobbies.,Low,4.7506344113119,51,F
I feel very anxious and unable to sleep because of work pressure. Need advice.,High,67.89686042329271,44,Other
I feel a bit overwhelmed with responsibilities. How can I improve this?,Moderate,48.56937304790314,61,M
I feel completely helpless and don't know what to do.,Critical,89.0630710901145,41,M
Everything is going well at work. Seeking help.,Low,17.601470517653986,32,M
I can't cope with the pressure anymore. How can I improve this?,High,53.579235534615805,67,M
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,94.39062270234587,51,M
Sometimes I feel stressed but it's manageable. How can I improve this?,Moderate,49.78147952735694,19,M
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,78.85151984326336,44,M
Work has been a bit overwhelming lately. Need advice.,Moderate,48.14702543033738,25,Other
I'm having constant panic attacks and can't function. Seeking help.,Critical,98.3407361008266,58,Other
I feel exhausted and depressed all the time.,High,73.04498072533332,69,Other
The stress is overwhelming and affecting my health. Seeking help.,High,66.5996715466754,60,M
I have severe anxiety and depression that won't go away. Need advice.,Critical,86.6487406591391,58,Other
Everything feels hopeless and I'm struggling daily. Need advice.,High,68.98815839971076,49,Other
My mind keeps racing and I feel trapped. How can I improve this?,High,67.65006023917978,35,F
I feel good and relaxed today. Need advice.,Low,6.281874772349738,53,Other
Everything feels hopeless and I'm struggling daily. I don't know what to do.,High,68.76970441135002,29,M
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,39.016388229173515,26,M
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,31.183121910745587,19,F
Sometimes I feel stressed but it's manageable. How can I improve this?,Moderate,30.214456057887702,56,F
I can't sleep at all and feel like I'm falling apart. Need advice.,Critical,75.28173615473496,34,F
I feel completely helpless and don't know what to do.,Critical,80.6173622945089,45,F
The stress is unbearable and I need immediate help. Seeking help.,Critical,75.15055100921016,57,M
Work is balanced and I have time for hobbies.,Low,29.730019202801138,51,M
I feel exhausted and depressed all the time. How can I improve this?,High,53.629092709031816,28,F
The stress is overwhelming and affecting my health. Need advice.,High,59.85677586960701,29,M
I can't cope with the pressure anymore. How can I improve this?,High,52.967015381434585,19,F
The stress is overwhelming and affecting my health. Seeking help.,High,64.76093201947288,45,M
I'm tired from work pressure. Need advice.,Moderate,41.89869686994746,28,Other
I feel completely helpless and don't know what to do. Seeking help.,Critical,92.79303979318094,31,M
I'm having constant panic attacks and can't function.,Critical,97.80170149720796,29,Other
I'm sleeping well and feeling energized.,Low,28.703046516445507,30,Other
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,46.13701202277531,49,Other
Work has been a bit overwhelming lately.,Moderate,35.75040397264255,69,Other
I feel calm and peaceful. Seeking help.,Low,3.6075532045973038,43,F
I feel very anxious and unable to sleep because of work pressure. I don't know what to do.,High,63.81026167170022,19,F
My mind keeps racing and I feel trapped. I don't know what to do.,High,69.89088230433669,26,F
I feel worried about several things. Seeking help.,Moderate,36.87065889162983,65,M
Sometimes I feel stressed but it's manageable. Seeking help.,Moderate,40.61712634799468,48,M
I can't cope with the pressure anymore. How can I improve this?,High,60.107616451566415,53,F
I'm having panic attacks and anxiety episodes. Seeking help.,High,50.33905239011177,58,F
Work is balanced and I have time for hobbies. Need advice.,Low,6.578482432149827,54,F
I'm having panic attacks and anxiety episodes.,High,61.32517034233648,53,F
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,89.15973073942564,27,F
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,90.05228416174569,43,Other
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,75.46527540890393,51,Other
I feel worried about several things. How can I improve this?,Moderate,36.7408337697629,23,F
I feel exhausted and depressed all the time.,High,53.4849316866586,20,Other
I feel completely helpless and don't know what to do. Seeking help.,Critical,88.90425170124384,39,M
My mind keeps racing and I feel trapped. How can I improve this?,High,66.15658442601818,56,F
The stress is unbearable and I need immediate help. Seeking help.,Critical,89.13231023794744,46,M
Sometimes I feel stressed but it's manageable. Seeking help.,Moderate,30.087412895720245,26,F
Life has been pretty manageable lately. Seeking help.,Low,1.292022789182915,34,Other
I can't cope with the pressure anymore. Need advice.,High,53.81421316831675,30,M
The stress is unbearable and I need immediate help. Seeking help.,Critical,96.82718488036724,25,F
I feel calm and peaceful. Seeking help.,Low,20.661808466451575,38,M
The stress is unbearable and I need immediate help. Seeking help.,Critical,97.31138645368584,31,M
I can't sleep at all and feel like I'm falling apart.,Critical,93.31991799227882,21,F
I feel somewhat anxious about upcoming deadlines.,Moderate,32.79273763255656,58,M
Everything feels hopeless and I'm struggling daily. Seeking help.,High,55.573667623338025,66,M
I'm constantly worried and can't focus on anything. How can I improve this?,High,53.744203183530914,64,M
I feel good and relaxed today. How can I improve this?,Low,3.443945737998252,28,F
I feel completely helpless and don't know what to do. Need advice.,Critical,97.9423538348756,56,Other
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,97.85169236177468,33,Other
Life has been pretty manageable lately.,Low,26.904819872608392,22,F
Work has been a bit overwhelming lately. I don't know what to do.,Moderate,37.34919266260956,32,F
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,40.75078408848665,66,Other
I can't cope with the pressure anymore. Need advice.,High,59.03879816340333,66,Other
I'm constantly worried and can't focus on anything. Seeking help.,High,73.08516515795986,22,F
Sometimes I feel stressed but it's manageable. How can I improve this?,Moderate,35.215827710489094,26,M
I feel worried about several things. How can I improve this?,Moderate,44.9239069859916,45,M
I'm having constant panic attacks and can't function. Seeking help.,Critical,88.79659089586248,44,F
I feel good and relaxed today.,Low,5.437343146453149,18,M
I feel very anxious and unable to sleep because of work pressure. Seeking help.,High,72.36550672670168,53,F
I feel good and relaxed today. How can I improve this?,Low,28.6072187371765,35,F
I have severe anxiety and depression that won't go away. Seeking help.,Critical,98.79709514402826,50,Other
I have severe anxiety and depression that won't go away. Need advice.,Critical,79.48859676985417,48,M
I can't sleep at all and feel like I'm falling apart. I don't know what to do.,Critical,77.81581801028705,50,Other
Everything is going well at work. Seeking help.,Low,19.985499985517702,32,Other
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,78.58698174364021,40,M
I feel good and relaxed today. I don't know what to do.,Low,4.413000315098914,28,F
Everything is going well at work. Need advice.,Low,6.240114312759034,34,Other
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,78.98726584578024,38,Other
I can't cope with the pressure anymore. I don't know what to do.,High,71.66956967789143,54,Other
Everything feels hopeless and I'm struggling daily. How can I improve this?,High,70.43623786190751,67,Other
I feel very anxious and unable to sleep because of work pressure. How can I improve this?,High,53.009119044505745,62,M
I'm having panic attacks and anxiety episodes.,High,62.68926552381655,66,M
Sometimes I feel stressed but it's manageable. I don't know what to do.,Moderate,45.401712992409664,37,M
I'm having trouble sleeping occasionally.,Moderate,44.19600417928111,49,F
I feel good and relaxed today. Need advice.,Low,7.894537102026358,44,M
Everything feels hopeless and I'm struggling daily. Seeking help.,High,65.60490251973704,24,F
Work is balanced and I have time for hobbies. I don't know what to do.,Low,3.083880689441071,52,M
I'm having constant panic attacks and can't function. Seeking help.,Critical,86.7599088210993,57,M
I'm sleeping well and feeling energized. I don't know what to do.,Low,5.519354928327264,57,Other
I feel calm and peaceful. How can I improve this?,Low,6.6249723691828555,68,M
I'm sleeping well and feeling energized. How can I improve this?,Low,16.620510573228565,67,Other
I can't sleep at all and feel like I'm falling apart. Need advice.,Critical,85.52800710728759,19,Other
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,76.88460636609388,21,F
I have severe anxiety and depression that won't go away. How can I improve this?,Critical,95.36516710937302,40,Other
Everything feels hopeless and I'm struggling daily. Seeking help.,High,50.21698103989688,66,M
I'm enjoying my daily routine. I don't know what to do.,Low,10.656498423946788,20,Other
I feel good and relaxed today.,Low,22.760626639448223,69,M
I feel good and relaxed today. Need advice.,Low,24.859854133632584,32,F
I have severe anxiety and depression that won't go away. Seeking help.,Critical,89.76920148941207,55,M
I'm sleeping well and feeling energized.,Low,19.201038718263923,43,M
I feel calm and peaceful. I don't know what to do.,Low,5.639799588890534,32,Other
Life has been pretty manageable lately. Seeking help.,Low,9.58116978048687,54,Other
